,pos_key_pos,companyid_pb,pb_idx,method,score,src_file,rank,company_raw_pos,company_linkedin_url_pos,company_cleaned_pos,location_raw_pos,region_pos,country_pos,state_pos,metro_area_pos,weight_pos,rcid_pos,company_name_pos,ultimate_parent_rcid_pos,ultimate_parent_company_name_pos,onet_code_pos,onet_title_pos,ticker_pos,exchange_pos,cusip_pos,naics_code_pos,naics_description_pos,company_pos,linkedin_headquarters_pos,gvkey_pos,country_std_pos,state_std_pos,_first_name_raw_pos,company_norm_pos,linkedin_norm_pos,website_domain_pos,hqcountry_pb,hqstate_province_pb,country_std_pb,state_std_pb,companyname_pb,companyalsoknownas_pb,companylegalname_pb,companyformername_pb,file
865,individual_position_0126_part_01_with_company.parquet::17899,185217-22,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Gupy,linkedin.com/company/gupy,gupy,"São Paulo, Brasil",Southern America,Brazil,Sao Paulo,sao paulo metropolitan area,1.1860641,1002209.0,Gupy Tecnologia em Recrutamento Ltda.,1002209.0,Gupy Tecnologia em Recrutamento Ltda.,11-2011.00,Advertising and Promotions Managers,,,,513210,Software Publishers,Gupy Tecnologia em Recrutamento Ltda.,"São Paulo, SP",,Brazil,,gupy,gupy,http://linkedin.com/company/gupy,gupy.io,Brazil,,Brazil,,Gupy,,Gupy Tecnologia Em Recrutamento Ltda,,individual_position_0126_part_01_with_company.parquet
866,individual_position_0126_part_01_with_company.parquet::17939,150362-83,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,CLIQUA Prod,linkedin.com/company/cliqua-prod,cliqua prod,"Safi, Marrakesh-Safi, Morocco",Northern Africa,Morocco,Marrakesh-Safi,morocco nonmetropolitan area,1.0558125,2781874.0,Cliqua Prod,2781874.0,Cliqua Prod,27-1011.00,Art Directors,,,,,,Cliqua Prod,"Safi, safi",,Morocco,,cliqua prod,cliqua prod,http://linkedin.com/company/cliqua-prod,,Morocco,,Morocco,,Telecom Partners (Infrastructure),,,,individual_position_0126_part_01_with_company.parquet
867,individual_position_0126_part_01_with_company.parquet::17943,10750-24,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Zelfstandig,linkedin.com/company/zelfstandig_3,zelfstandig,Teralfene,Western Europe,Belgium,Flanders,brussels metropolitan area,1.193407,1659793.0,365dagenvegan,1659793.0,365dagenvegan,25-2032.00,"Career/Technical Education Teachers, Secondary School",,,,,,365dagenvegan,,,Belgium,,zelfstandig,zelfstandig,http://linkedin.com/company/zelfstandig_3,,Belgium,,Belgium,,Transics International,Transics,Transics International BVBA,Fleet Management Systems Europe,individual_position_0126_part_01_with_company.parquet
868,individual_position_0126_part_01_with_company.parquet::17945,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Surya Pharmaceuticals,,surya pharmaceuticals,"Varanasi, Uttar Pradesh, India

            Contact Info",Southern Asia,India,Uttar Pradesh,varanasi metropolitan area,1.1988635,6481064.0,Surya Pharmaceuticals,6481064.0,Surya Pharmaceuticals,19-3093.00,Historians,,,,,,Surya Pharmaceuticals,"Varanasi, Uttar Pradesh",,India,,surya pharmaceuticals,surya pharmaceuticals,http://linkedin.com/company/surya-pharmaceuticals,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
869,individual_position_0126_part_01_with_company.parquet::17948,289982-98,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,UND Foundation,,und foundation,"Grand Forks, North Dakota, United States",Northern America,United States,North Dakota,north dakota nonmetropolitan area,1.0065632,6891049.0,Und Foundation,6891049.0,Und Foundation,13-2072.00,Loan Officers,,,,,,Und Foundation,,,United States,ND,und foundation,und foundation,http://linkedin.com/company/und-foundation,,United States,North Dakota,United States,ND,Sigma Nanomachining Lasers,,Sigma Nanomachining Lasers LLC,,individual_position_0126_part_01_with_company.parquet
870,individual_position_0126_part_01_with_company.parquet::17949,111099-25,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Swiggy,,swiggy,"Bhadrak, Odisha, India",Southern Asia,India,Odisha,india nonmetropolitan area,1.2684826,387213.0,Bundl Technologies Pvt Ltd.,387213.0,Bundl Technologies Pvt Ltd.,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,,Y1R0BL301,492210,Local Messengers and Local Delivery,Bundl Technologies Pvt Ltd.,,,India,,swiggy,swiggy,http://linkedin.com/company/swiggy-in,swiggy.com,India,Karnataka,India,,Swiggy,,Bundl Technologies Private Limited,,individual_position_0126_part_01_with_company.parquet
871,individual_position_0126_part_01_with_company.parquet::17965,40445-47,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Semilab Zrt,,semilab zrt,Hungary,Eastern Europe,Hungary,empty,hungary nonmetropolitan area,1.2589132,159344.0,SEMILAB Félvezeto Fizikai Laboratórium Zrt.,159344.0,SEMILAB Félvezeto Fizikai Laboratórium Zrt.,17-2199.09,Nanosystems Engineers,,,,333242,Semiconductor Machinery Manufacturing,SEMILAB Félvezeto Fizikai Laboratórium Zrt.,"Budapest, Budapest",,Hungary,,semilab zrt,semilab,http://linkedin.com/company/semilab-zrt,semilab.com,Hungary,,Hungary,,Semilab Company,Semilab,Semilab Inc.,Semilab Semiconductor Laboratory,individual_position_0126_part_01_with_company.parquet
872,individual_position_0126_part_01_with_company.parquet::1797,327465-55,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,ARABI CO. W.L.L,linkedin.com/company/arabi-co-w-l-l,arabi co w l l,Kuwait,Arab States,Kuwait,empty,kuwait nonmetropolitan area,2.0172808,2059161.0,Arabi Co W L L,2059161.0,Arabi Co W L L,17-2141.00,Mechanical Engineers,,,,,,Arabi Co W L L,SAFAT,,Kuwait,,arabi co w l l,arabi w l l,http://linkedin.com/company/arabi-co-w-l-l,,Kuwait,,Kuwait,,Kuwait BAKA,,,,individual_position_0126_part_01_with_company.parquet
873,individual_position_0126_part_01_with_company.parquet::17972,53853-76,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Sunnybrook,linkedin.com/company/sunnybrook-health-sciences-centre,sunnybrook,"Toronto, Ontario, Canada",Northern America,Canada,Ontario,toronto metropolitan area,1.1680478,262566.0,Sunnybrook Health Sciences Centre,262566.0,Sunnybrook Health Sciences Centre,19-3093.00,Historians,,,,622110,General Medical and Surgical Hospitals,Sunnybrook Health Sciences Centre,"Toronto, Ontario",,Canada,,sunnybrook,sunnybrook,http://linkedin.com/company/sunnybrook-health-sciences-centre,sunnybrook.ca,Canada,Ontario,Canada,,Sunnybrook Health Sciences Centre,"SHSC, Sunnybrook",,Sunnybrook Medical Centre,individual_position_0126_part_01_with_company.parquet
874,individual_position_0126_part_01_with_company.parquet::17978,41422-78,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Intersil,linkedin.com/company/intersil-acquired-by-renesas-,intersil,"San Jose, California, United States",Northern America,United States,California,san jose metropolitan area (california),1.0293142,22144890.0,Intersil Corp.,1114350.0,"Renesas Electronics America, Inc.",17-2072.00,"Electronics Engineers, Except Computer",,,46069S109,334413,Semiconductor and Related Device Manufacturing,Intersil Corp.,"Koto-ku, Toyosu, Tokyo",,United States,CA,intersil,intersil,http://linkedin.com/company/intersil-acquired-by-renesas-,renesas.com,United States,California,United States,CA,Intersil,Intersil Americas,Intersil Corporation,Intersil Holding,individual_position_0126_part_01_with_company.parquet
875,individual_position_0126_part_01_with_company.parquet::17979,57376-54,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,PwC Venezuela,linkedin.com/company/pwc-venezuela,pwc venezuela,Miami-Fort Lauderdale Area,Northern America,United States,Florida,miami metropolitan area,1.0354201,1183008.0,"Espiñeira, Pacheco y Asociados",1183008.0,"Espiñeira, Pacheco y Asociados",11-9199.02,Compliance Managers,,,,541211,Offices of Certified Public Accountants,"Espiñeira, Pacheco y Asociados","Municipio Baruta, Miranda",,United States,FL,pwc venezuela,pwc venezuela,http://linkedin.com/company/pwc-venezuela,,United States,Florida,United States,FL,Kurobe Pharmaceuticals,,"Kurobe Pharmaceuticals, Inc.",,individual_position_0126_part_01_with_company.parquet
876,individual_position_0126_part_01_with_company.parquet::1798,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Spice Communications Pvt Ltd,,spice communications pvt ltd,"Gurugram, Haryana, India",Southern Asia,India,Haryana,delhi metropolitan area,1.2434307,21259103.0,Spice Telecom /Private Group/,21259103.0,Spice Telecom /Private Group/,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",,,,523999,Miscellaneous Financial Investment Activities,Spice Telecom /Private Group/,,,India,,spice communications pvt ltd,spice communications,http://linkedin.com/company/spice-telecom,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
877,individual_position_0126_part_01_with_company.parquet::17990,56747-80,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Nan Kai University of Technology,linkedin.com/company/%E5%8D%97%E9%96%8B%E7%A7%91%E6%8A%80%E5%A4%A7%E5%AD%B8,nan kai university of technology,"Caotun Township, Nantou, Taiwan",Eastern Asia,Taiwan,Taiwan,taichung metropolitan area,1.2148334,7324772.0,南開科技大學,7324772.0,南開科技大學,25-2032.00,"Career/Technical Education Teachers, Secondary School",,,,,,南開科技大學,,,"Taiwan, Province of China",,nan kai university of technology,nan kai university of technology,http://linkedin.com/company/南開科技大學,,Taiwan,,"Taiwan, Province of China",,Habu (Application Software),"Gumhoo, Habu",Habu LLC,,individual_position_0126_part_01_with_company.parquet
878,individual_position_0126_part_01_with_company.parquet::17994,489359-08,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Lissun,linkedin.com/company/lissun,lissun,India,Southern Asia,India,empty,india nonmetropolitan area,1.509818,1257883.0,Mindeye Solutions Pvt Ltd.,1257883.0,Mindeye Solutions Pvt Ltd.,13-1131.00,Fundraisers,,,,513140,Directory and Mailing List Publishers,Mindeye Solutions Pvt Ltd.,"Gurgaon, Haryana",,India,,lissun,lissun,http://linkedin.com/company/lissun,lissun.app,India,,India,,Lissun,,Mindeye Solutions Private Limited,,individual_position_0126_part_01_with_company.parquet
879,individual_position_0126_part_01_with_company.parquet::17995,434229-31,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Tharsis IT,,tharsis it,Argentina,Southern America,Argentina,empty,argentina nonmetropolitan area,1.22945,6615990.0,Tharsis It,6615990.0,Tharsis It,15-1251.00,Computer Programmers,,,,,,Tharsis It,,,Argentina,,tharsis it,tharsis it,http://linkedin.com/company/tharsis-s.a.,,Argentina,,Argentina,,Fecundis,,,,individual_position_0126_part_01_with_company.parquet
880,individual_position_0126_part_01_with_company.parquet::18002,52954-03,46092.0,fuzzy,72.72727272727273,individual_position_0126_part_01_with_company.parquet,3,Autodesk,linkedin.com/company/autodesk,autodesk,Greater Boston Area,Northern America,United States,Massachusetts,boston metropolitan area,1.0180131,1374849.0,"Autodesk, Inc.",1374849.0,"Autodesk, Inc.",27-2012.04,Talent Directors,ADSK,NASDAQ,052769106,513210,Software Publishers,"Autodesk, Inc.","San Francisco, CA",1878,United States,MA,autodesk,autodesk,http://linkedin.com/company/autodesk,autodesk.com,United States,Massachusetts,United States,MA,Revit Technology,Autodesk Revit,Revit Technology Corporation,,individual_position_0126_part_01_with_company.parquet
881,individual_position_0126_part_01_with_company.parquet::18010,100085-86,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Grace Super Market,,grace super market,"Karāchi, Sindh, Pakistan",Southern Asia,Pakistan,Sindh,karachi metropolitan area,2.6069238,3825515.0,Grace Super Market,3825515.0,Grace Super Market,41-2012.00,Gambling Change Persons and Booth Cashiers,,,,,,Grace Super Market,"Los Angeles, California",,Pakistan,,grace super market,grace super market,http://linkedin.com/company/grace-super-market,,Pakistan,,Pakistan,,KG Hub,,,,individual_position_0126_part_01_with_company.parquet
882,individual_position_0126_part_01_with_company.parquet::18016,10010-89,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Keller Williams Realty Chula Vista,linkedin.com/company/keller-williams-realty-chula-vista,keller williams realty chula vista,Greater San Diego Area,Northern America,United States,California,san diego metropolitan area,1.0352012,4465638.0,Keller Williams Realty El Cajon,4465638.0,Keller Williams Realty El Cajon,41-9021.00,Real Estate Brokers,,,,,,Keller Williams Realty El Cajon,"El Cajon, California",,United States,CA,keller williams realty chula vista,keller williams realty chula vista,http://linkedin.com/company/keller-williams-realty-chula-vista,,United States,California,United States,CA,Broadcom (Acquired 2016),,Broadcom Corp.,,individual_position_0126_part_01_with_company.parquet
883,individual_position_0126_part_01_with_company.parquet::18023,10149-58,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Channel Cafe,linkedin.com/company/channel-cafe,channel cafe,Greater Boston Area,Northern America,United States,Massachusetts,boston metropolitan area,1.0919466,10347131.0,Channel Cafe,10347131.0,Channel Cafe,35-2013.00,"Cooks, Private Household",,,,,,Channel Cafe,"Boston, Massachusetts",,United States,MA,channel cafe,channel cafe,http://linkedin.com/company/channel-cafe,,United States,Massachusetts,United States,MA,AnswerSoft,,"AnswerSoft, Inc.",,individual_position_0126_part_01_with_company.parquet
884,individual_position_0126_part_01_with_company.parquet::18028,57218-41,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,C. G. Costruzioni,,c g costruzioni,"Chiaramonte Gulfi, Sicily, Italy",Southern Europe,Italy,Sicily,catania metropolitan area,1.1203676,95317667.0,C G Costruzioni (95317667),95317667.0,C G Costruzioni (95317667),27-2012.05,Media Technical Directors/Managers,,,,,,C G Costruzioni (95317667),"Parma, Emilia-Romagna",,Italy,,c g costruzioni,c g costruzioni,http://linkedin.com/company/c-g-costruzioni,,Italy,Milan,Italy,,Samares,,Samares SpA,,individual_position_0126_part_01_with_company.parquet
885,individual_position_0126_part_01_with_company.parquet::18036,277856-02,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,ALGR,linkedin.com/company/algr,algr,Algérie,Northern Africa,Algeria,empty,algeria nonmetropolitan area,1.7013087,93529538.0,Algr,93529538.0,Algr,53-3053.00,Shuttle Drivers and Chauffeurs,,,,,,Algr,"Calgary , Alberta",,Algeria,,algr,algr,http://linkedin.com/company/algr,,Algeria,,Algeria,,ZUCCHABAR (Internet University),,,,individual_position_0126_part_01_with_company.parquet
886,individual_position_0126_part_01_with_company.parquet::18038,56747-62,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,PELICAN BUILDING CONTRACTORS LIMITED,linkedin.com/company/pelican-building-contractors-limited,pelican building contractors limited,"London, England, United Kingdom",Northern Europe,United Kingdom,England,london metropolitan area (united kingdom),1.2374864,5492976.0,Pelican Building Contractors Limited,5492976.0,Pelican Building Contractors Limited,11-9041.00,Architectural and Engineering Managers,,,,,,Pelican Building Contractors Limited,London,,United Kingdom,,pelican building contractors limited,pelican building contractors,http://linkedin.com/company/pelican-building-contractors-limited,,United Kingdom,England,United Kingdom,,City Invoice Finance,City Invoice,City Invoice Finance Limited,,individual_position_0126_part_01_with_company.parquet
887,individual_position_0126_part_01_with_company.parquet::1804,51548-14,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,MNGNMT,linkedin.com/company/mngnmt,mngnmt,United States,Northern America,United States,empty,empty,1.0132626,27862797.0,Feuhle Media,27862797.0,Feuhle Media,11-1011.00,Chief Executives,,,,,,Feuhle Media,Washington D.C.,,United States,,mngnmt,mngnmt,http://linkedin.com/company/mngnmt,instagram.com,United States,California,United States,CA,Instagram,,Instagram LLC,Burbn,individual_position_0126_part_01_with_company.parquet
888,individual_position_0126_part_01_with_company.parquet::18045,56941-84,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,PMDF,,pmdf,"Recanto das Emas, Federal District, Brazil",Southern America,Brazil,Federal District,brasilia metropolitan area,2.1583776,5592186.0,Polícia Militar Do Distrito Federal,5592186.0,Polícia Militar Do Distrito Federal,,,,,,,,Polícia Militar Do Distrito Federal,,,Brazil,,pmdf,pmdf,http://linkedin.com/company/policia-militar-do-distrito-federal,,Brazil,,Brazil,,Goshme Solucoes Para a Internet,GoshMe,Goshme Solucoes Para a Internet Ltd,,individual_position_0126_part_01_with_company.parquet
889,individual_position_0126_part_01_with_company.parquet::18048,10173-43,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,OKLAHOMA CITY COMMUNITY CORRECTIONAL CENTER,linkedin.com/company/oklahoma-city-community-correctional-center,oklahoma city community correctional center,"Grand Prairie, Texas, United States",Northern America,United States,Texas,dallas metropolitan area,1.2391361,16251243.0,Oklahoma City Community Correctional Center,16251243.0,Oklahoma City Community Correctional Center,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,,,,,,Oklahoma City Community Correctional Center,"Oklahoma City, Oklahoma",,United States,TX,oklahoma city community correctional center,oklahoma city community correctional center,http://linkedin.com/company/oklahoma-city-community-correctional-center,,United States,Texas,United States,TX,EXE Technologies,EXE,"EXE Technologies, Inc.","Neptune Systems, Dallas Systems Corporation",individual_position_0126_part_01_with_company.parquet
890,individual_position_0126_part_01_with_company.parquet::18069,10173-43,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Ahora y Siempre Inc.,linkedin.com/company/ahora-y-siempre-inc-,ahora y siempre inc,"Dallas, Texas, United States

            Contact Info",Northern America,United States,Texas,dallas metropolitan area,1.255615,8534842.0,Ahora Y Siempre,8534842.0,Ahora Y Siempre,11-1011.00,Chief Executives,,,,,,Ahora Y Siempre,,,United States,TX,ahora y siempre inc,ahora y siempre,http://linkedin.com/company/ahora-y-siempre-inc-,,United States,Texas,United States,TX,EXE Technologies,EXE,"EXE Technologies, Inc.","Neptune Systems, Dallas Systems Corporation",individual_position_0126_part_01_with_company.parquet
891,individual_position_0126_part_01_with_company.parquet::18072,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,aaaaaaaaaa,linkedin.com/company/aaaaaaaaaab,aaaaaaaaaa,"Chennai, Tamil Nadu, India",Southern Asia,India,Tamil Nadu,chennai metropolitan area,1.04686,1754031.0,Aaaaaaaaaa,1754031.0,Aaaaaaaaaa,15-2051.00,Data Scientists,,,,,,Aaaaaaaaaa,,,India,,aaaaaaaaaa,aaaaaaaaaa,http://linkedin.com/company/aaaaaaaaaab,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
892,individual_position_0126_part_01_with_company.parquet::18076,12829-33,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,BAE Systems,linkedin.com/company/bae-systems,bae systems,United Kingdom,Northern Europe,United Kingdom,empty,united kingdom nonmetropolitan area,1.1399082,2623.0,BAE Systems Plc,2623.0,BAE Systems Plc,13-1081.01,Logistics Engineers,BA,London Stock Exchange,G06940103,336411,Aircraft Manufacturing,BAE Systems Plc,London,63477,United Kingdom,,bae systems,bae systems,http://linkedin.com/company/bae-systems,baesystems.com,United Kingdom,England,United Kingdom,,BAE Systems,BAE,BAE Systems Plc,British Aerospace,individual_position_0126_part_01_with_company.parquet
893,individual_position_0126_part_01_with_company.parquet::18096,84568-42,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Negocio Propio,linkedin.com/company/negocio-propio,negocio propio,Guatemala,Central America and the Caribbean,Guatemala,Guatemala,guatemala nonmetropolitan area,1.4898689,5172813.0,Negocio Propio,5172813.0,Negocio Propio,13-2099.01,Financial Quantitative Analysts,,,,,,Negocio Propio,,,Guatemala,,negocio propio,negocio propio,http://linkedin.com/company/negocio-propio,,Guatemala,,Guatemala,,Eficiencia Energetica,,,,individual_position_0126_part_01_with_company.parquet
894,individual_position_0126_part_01_with_company.parquet::18098,10343-35,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,BayRockkk Mortgage Corporation,,bayrockkk mortgage corporation,"Buford, Georgia, United States",Northern America,United States,Georgia,atlanta metropolitan area,1.0818439,1352114.0,Bayrock Mortgage Corp.,1352114.0,Bayrock Mortgage Corp.,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",,,,522390,Other Activities Related to Credit Intermediation,Bayrock Mortgage Corp.,,,United States,GA,bayrockkk mortgage corporation,bayrockkk mortgage,http://linkedin.com/company/bayrockkk-mortgage-corporation,,United States,Georgia,United States,GA,CheckFree,,CheckFree Corp,,individual_position_0126_part_01_with_company.parquet
895,individual_position_0126_part_01_with_company.parquet::1811,150362-83,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,MEDICALE,linkedin.com/company/frontiere-medicale,medicale,"Casablanca, Casablanca-Settat, Morocco",Northern Africa,Morocco,Casablanca-Settat,casablanca metropolitan area,1.2755859,93296544.0,Frontiere Medicale,93296544.0,Frontiere Medicale,49-9071.00,"Maintenance and Repair Workers, General",,,,,,Frontiere Medicale,,,Morocco,,medicale,medicale,http://linkedin.com/company/frontiere-medicale,,Morocco,,Morocco,,Telecom Partners (Infrastructure),,,,individual_position_0126_part_01_with_company.parquet
896,individual_position_0126_part_01_with_company.parquet::18124,57194-74,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,aucune,,aucune,Tours,Western Europe,France,Centre,tours metropolitan area,2.1733792,2165588.0,Aucune,2165588.0,Aucune,,,,,,,,Aucune,,,France,,aucune,aucune,http://linkedin.com/company/aucune,,France,Cedex 1,France,,Synt:em,Synt em SA,Synt:em S.A.,,individual_position_0126_part_01_with_company.parquet
897,individual_position_0126_part_01_with_company.parquet::18127,57194-74,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,ESPOIR CYCLISTE ST ETIENNE LOIRE,linkedin.com/company/espoir-cycliste-st-etienne-loire,espoir cycliste st etienne loire,"Saint-Étienne, Auvergne-Rhône-Alpes, France",Western Europe,France,Auvergne-Rhone-Alpes,lyon metropolitan area,1.5261759,3414391.0,Espoir Cycliste St Etienne Loire,3414391.0,Espoir Cycliste St Etienne Loire,27-2021.00,Athletes and Sports Competitors,,,,,,Espoir Cycliste St Etienne Loire,"Saint Etienne, Auvergnerhônealpes",,France,,espoir cycliste st etienne loire,espoir cycliste st etienne loire,http://linkedin.com/company/espoir-cycliste-st-etienne-loire,,France,Cedex 1,France,,Synt:em,Synt em SA,Synt:em S.A.,,individual_position_0126_part_01_with_company.parquet
898,individual_position_0126_part_01_with_company.parquet::18137,57218-41,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Nessuna,,nessuna,"Verona, Veneto, Italy",Southern Europe,Italy,Veneto,verona metropolitan area,1.396624,3077816.0,Caf Labor,3077816.0,Caf Labor,47-3012.00,Helpers--Carpenters,,,,,,Caf Labor,,,Italy,,nessuna,nessuna,http://linkedin.com/company/delbrusco.com,,Italy,Milan,Italy,,Samares,,Samares SpA,,individual_position_0126_part_01_with_company.parquet
899,individual_position_0126_part_01_with_company.parquet::18143,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Public Work Department(gov),linkedin.com/company/public-work-department,public work department gov,"Nandura, Maharashtra, India",Southern Asia,India,Maharashtra,india nonmetropolitan area,1.1146483,5727389.0,Public Work Department,5727389.0,Public Work Department,17-2051.00,Civil Engineers,,,,,,Public Work Department,"Valparaiso, FL",,India,,public work department gov,public work department gov,http://linkedin.com/company/public-work-department,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
900,individual_position_0126_part_01_with_company.parquet::18152,10810-63,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,I SERVICES TEAM LTD,linkedin.com/company/i-services-team-ltd,i services team ltd,"Noida, Uttar Pradesh, India",Southern Asia,India,Uttar Pradesh,delhi metropolitan area,1.3942236,13505206.0,I Services Team,13505206.0,I Services Team,15-1232.00,Computer User Support Specialists,,,,,,I Services Team,LONDON,,India,,i services team ltd,i services team,http://linkedin.com/company/i-services-team-ltd,,India,Andhra Pradesh,India,,Nipuna Services,Nipuna,Nipuna Services Limited,,individual_position_0126_part_01_with_company.parquet
901,individual_position_0126_part_01_with_company.parquet::18155,57376-54,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Medtronic ENT/NT,linkedin.com/company/medtronic-ent-nt,medtronic ent nt,"Jacksonville, Florida, United States",Northern America,United States,Florida,jacksonville metropolitan area,1.1680375,4923749.0,Medtronic Ent Nt,4923749.0,Medtronic Ent Nt,51-1011.00,First-Line Supervisors of Production and Operating Workers,,,,,,Medtronic Ent Nt,,,United States,FL,medtronic ent nt,medtronic ent nt,http://linkedin.com/company/medtronic-ent-nt,,United States,Florida,United States,FL,Kurobe Pharmaceuticals,,"Kurobe Pharmaceuticals, Inc.",,individual_position_0126_part_01_with_company.parquet
902,individual_position_0126_part_01_with_company.parquet::18158,57194-74,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,Adecco Employment Services,linkedin.com/company/adecco-employment-services,adecco employment services,Greater Paris Metropolitan Region,Western Europe,France,Ile-de-France,paris metropolitan area,1.4544245,1817850.0,Adecco Employment Services,1817850.0,Adecco Employment Services,43-6012.00,Legal Secretaries and Administrative Assistants,,,,,,Adecco Employment Services,,,France,,adecco employment services,adecco employment services,http://linkedin.com/company/adecco-employment-services,,France,Cedex 1,France,,Synt:em,Synt em SA,Synt:em S.A.,,individual_position_0126_part_01_with_company.parquet
903,individual_position_0126_part_01_with_company.parquet::18164,434609-65,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,EnterMarkets,linkedin.com/company/entermarkets,entermarkets,Dubai,Arab States,United Arab Emirates,Dubai,dubai metropolitan area,1.210235,3375713.0,Enter Markets,3375713.0,Enter Markets,27-1011.00,Art Directors,,,,,,Enter Markets,,,United Arab Emirates,,entermarkets,entermarkets,http://linkedin.com/company/entermarkets,,United Arab Emirates,,United Arab Emirates,,My Family Book,,,,individual_position_0126_part_01_with_company.parquet
904,individual_position_0126_part_01_with_company.parquet::18175,41133-61,,linkedin,100.0,individual_position_0126_part_01_with_company.parquet,1,Costco Wholesale,linkedin.com/company/costco-wholesale,costco wholesale,Issaquah,Northern America,United States,Washington,seattle metropolitan area,1.109337,1128013.0,Costco Wholesale Corp.,1128013.0,Costco Wholesale Corp.,13-1021.00,"Buyers and Purchasing Agents, Farm Products",COST,NASDAQ,22160K105,455211,Warehouse Clubs and Supercenters,Costco Wholesale Corp.,"Seattle, WA",,United States,WA,costco wholesale,costco wholesale,http://linkedin.com/company/costco-wholesale,costco.com,United States,Washington,United States,WA,Costco Wholesale,Costco,Costco Wholesale Corporation,Costco Companies,individual_position_0126_part_01_with_company.parquet
905,individual_position_0126_part_01_with_company.parquet::18179,10672-48,,website,100.0,individual_position_0126_part_01_with_company.parquet,2,CORIS ESPAÑA COMPAÑIA DE ORGANIZACION Y REGULACION INTERNACIONAL DE SINIESTROS SA,linkedin.com/company/coris-espa%C3%B1a-compa%C3%B1ia-de-organizacion-y-regulacion-internacional-de-siniestros-sa,coris españa compañia de organizacion y regulacion internacional de siniestros sa,"Las Navas del Marqués, Castilla and Leon, Spain",Southern Europe,Spain,Castille and Leon,spain nonmetropolitan area,1.1719327,93760617.0,Coris España Compañia De Organizacion Y Regulacion Internacional De Siniestros,93760617.0,Coris España Compañia De Organizacion Y Regulacion Internacional De Siniestros,43-6012.00,Legal Secretaries and Administrative Assistants,,,,,,Coris España Compañia De Organizacion Y Regulacion Internacional De Siniestros,,,Spain,,coris españa compañia de organizacion y regulacion internacional de siniestros sa,coris espana compania de organizacion y regulacion internacional de siniestros,http://linkedin.com/company/coris-españa-compañia-de-organizacion-y-regulacion-internacional-de-siniestros-sa,,Spain,,Spain,,Enigma Software Productions,Enigma Software,"Enigma Software Productions, S.L.",,individual_position_0126_part_01_with_company.parquet
